ID	Name	Examine
5021	Minecart ticket	A ticket to take you from the dwarven mines under Ice Mountain to Keldagrim.
5022	Minecart ticket	A ticket to take you from Keldagrim to the passage under White Wolf Mountain.
5023	Minecart ticket	A ticket to take you from the passage under White Wolf Mountain to Keldagrim.
5024	Woven top	Far too small to wear.
5025		
5026	Woven top	Yellow top, too small for me.
5027		
5028	Woven top	Blue top, very tiny.
5029		
5030	Shirt	Tiny!
5031		
5032	Shirt	Tiny!
5033		
5034	Shirt	Tiny!
5035		
5036	Trousers	A pair of long dwarven trousers... long for dwarves, of course.
5037		
5038	Trousers	A pair of long dwarven trousers... long for dwarves, of course.
5039		
5040	Trousers	A pair of long dwarven trousers... long for dwarves, of course.
5041		
5042	Shorts	These look great, on dwarves!
5043		
5044	Shorts	Yellow shorts. Far too small for you.
5045		
5046	Shorts	Blue shorts, these would look great on dwarves!
5047		
5048	Skirt	A brown skirt. Size small!
5049		
5050	Skirt	Lilac skirt.
5051		
5052	Skirt	A blue skirt.
5053		
5054	Dwarf	Petit.
5055		
5056	Dwarven battleaxe	This looks very rusty and worn.
5057	Dwarven battleaxe	This axe blade has been sharpened.
5058	Dwarven battleaxe	Three sapphires have been crafted onto the hilt.
5059	Dwarven battleaxe	This axe has a sharp blade and there are sapphires in the hilt.
5060	Dwarven battleaxe	This battleaxe is in the process of having sapphires fitted onto it.
5061	Dwarven battleaxe	This battleaxe is in the process of having sapphires fitted onto it.
5062	Left boot	One of a pair I assume.
5063	Right boot	A good looking boot, for the right foot. Literally.
5064	Exquisite boots	A lovely pair of boots.
5065	Book on costumes	An old library book. It bears the title 'Scholars Guide to Dwarven Costumes'.
5066	Meeting notes	These notes are from a meeting of the Keldagrim Consortium.
5067	Exquisite clothes	Clothes for the sculptor's model.
5068	Master farmer	A master at farming.
5069	Whoopsie	Just chuck this away, it's useless!
5070	Bird nest	It's a bird's nest with an egg in it.
5071	Bird nest	It's a bird's nest with an egg in it.
5072	Bird nest	It's a bird's nest with an egg in it.
5073	Bird nest	It's a bird's nest with some seeds in it.
5074	Bird nest	It's a bird's nest with a ring in it.
5075	Bird nest	It's an empty bird's nest.
5076	Bird's egg	A red bird's egg.
5077	Bird's egg	A blue bird's egg.
5078	Bird's egg	A green bird's egg.
5079		
5080		
5081	Whoopsie	Just chuck this away, it's useless!
5082		
5083	Whoopsie	Just chuck this away, it's useless!
5084		
5085	Whoopsie	Just chuck this away, it's useless!
5086		
5087	Whoopsie	Just chuck this away, it's useless!
5088		
5089	Whoopsie	Just chuck this away, it's useless!
5090		
5091	Whoopsie	Just chuck this away, it's useless!
5092		
5093	Whoopsie	Just chuck this away, it's useless!
5094		
5095	Whoopsie	Just chuck this away, it's useless!
5096	Marigold seed	A marigold seed - plant in a flower patch.
5097	Rosemary seed	A rosemary seed - plant in a flower patch.
5098	Nasturtium seed	A nasturtium seed - plant in a flower patch.
5099	Woad seed	A woad seed - plant in a flower patch.
5100	Limpwurt seed	A limpwurt seed - plant in a flower patch.
5101	Redberry seed	A redberry bush seed - plant in a bush patch.
5102	Cadavaberry seed	A cadavaberry bush seed - plant in a bush patch.
5103	Dwellberry seed	A dwellberry bush seed - plant in a bush patch.
5104	Jangerberry seed	A jangerberry bush seed - plant in a bush patch.
5105	Whiteberry seed	A whiteberry bush seed - plant in a bush patch.
5106	Poison ivy seed	A poison ivy bush seed - plant in a bush patch.
5107		
5108		
5109		
5110		
5111		
5112		
5113		
5114		
5115		
5116		
5117		
5118		
5119		
5120		
5121		
5122		
5123		
5124		
5125		
5126		
5127		
5128		
5129		
5130		
5131		
5132		
5133		
5134		
5135		
5136		
5137		
5138		
5139		
5140		
5141		
5142		
5143		
5144		
5145		
5146		
5147		
5148		
5149		
5150		
5151		
5152		
5153		
5154		
5155		
5156		
5157		
5158		
5159		
5160		
5161		
5162		
5163		
5164		
5165		
5166		
5167		
5168		
5169		
5170		
5171	Seeds	Some seeds.
5172		
5173		
5174		
5175		
5176		
5177		
5178		
5179		
5180		
5181		
5182		
5183		
5184		
5185		
5186		
5187		
5188		
5189		
5190		
5191		
5192		
5193		
5194		
5195		
5196		
5197		
5198		
5199		
5200		
5201		
5202		
5203		
5204		
5205		
5206		
5207		
5208		
5209		
5210		
5211		
5212		
5213		
5214		
5215		
5216		
5217		
5218		
5219		
5220		
5221		
5222		
5223		
5224		
5225		
5226		
5227		
5228		
5229		
5230		
5231		
5232		
5233		
5234		
5235		
5236		
5237		
5238		
5239		
5240		
5241		
5242		
5243		
5244		
5245		
5246		
5247		
5248		
5249		
5250		
5251		
5252		
5253		
5254		
5255		
5256		
5257		
5258		
5259		
5260		
5261		
5262		
5263		
5264		
5265		
5266		
5267		
5268		
5269		
5270		
5271		
5272		
5273		
5274		
5275		
5276		
5277		
5278		
5279		
5280	Cactus seed	A Cactus seed - plant in a cactus patch.
5281	Belladonna seed	Also known as Deadly Nightshade - plant in a belladonna patch.
5282	Mushroom spore	A Bittercap mushroom spore - plant in a mushroom patch.
5283	Apple tree seed	Plant in a plantpot of soil to grow a sapling.
5284	Banana tree seed	Plant in a plantpot of soil to grow a sapling.
5285	Orange tree seed	Plant in a plantpot of soil to grow a sapling.
5286	Curry tree seed	Plant in a plantpot of soil to grow a sapling.
5287	Pineapple seed	Plant in a plantpot of soil to grow a sapling.
5288	Papaya tree seed	Plant in a plantpot of soil to grow a sapling.
5289	Palm tree seed	Plant in a plantpot of soil to grow a sapling.
5290	Calquat tree seed	Plant in a plantpot of soil to grow a sapling.
5291	Guam seed	A guam seed - plant in a herb patch.
5292	Marrentill seed	A marrentill seed - plant in a herb patch.
5293	Tarromin seed	A tarromin seed - plant in a herb patch.
5294	Harralander seed	A harralander seed - plant in a herb patch.
5295	Ranarr seed	A ranarr seed - plant in a herb patch.
5296	Toadflax seed	A toadflax seed - plant in a herb patch.
5297	Irit seed	An irit seed - plant in a herb patch.
5298	Avantoe seed	An avantoe seed - plant in a herb patch.
5299	Kwuarm seed	A kwuarm seed - plant in a herb patch.
5300	Snapdragon seed	A snapdragon seed - plant in a herb patch.
5301	Cadantine seed	A cadantine seed - plant in a herb patch.
5302	Lantadyme seed	A lantadyme seed - plant in a herb patch.
5303	Dwarf weed seed	A dwarf weed seed - plant in a herb patch.
5304	Torstol seed	A torstol seed - plant in a herb patch.
5305	Barley seed	A barley seed - plant in a hops patch.
5306	Jute seed	A jute plant seed - plant in a hops patch.
5307	Hammerstone seed	A Hammerstone hop seed - plant in a hops patch.
5308	Asgarnian seed	An Asgarnian hop seed - plant in a hops patch.
5309	Yanillian seed	A Yanillian hop seed - plant in a hops patch.
5310	Krandorian seed	A Krandorian hop seed - plant in a hops patch.
5311	Wildblood seed	A Wildblood hop seed - plant in a hops patch.
5312	Acorn	Plant this in a plantpot of soil to grow a sapling.
5313	Willow seed	Plant this in a plantpot of soil to grow a sapling.
5314	Maple seed	Plant this in a plantpot of soil to grow a sapling.
5315	Yew seed	Plant this in a plantpot of soil to grow a sapling.
5316	Magic seed	Plant this in a plantpot of soil to grow a sapling.
5317	Spirit seed	Plant this in a plantpot of soil to grow a sapling.
5318	Potato seed	A potato seed - plant in an allotment.
5319	Onion seed	An onion seed - plant in an allotment.
5320	Sweetcorn seed	A sweetcorn seed - plant in an allotment.
5321	Watermelon seed	A watermelon seed - plant in an allotment.
5322	Tomato seed	A tomato seed - plant in an allotment.
5323	Strawberry seed	A strawberry seed - plant in an allotment.
5324	Cabbage seed	A cabbage seed - plant in an allotment.
5325	Gardening trowel	Not suitable for archaeological digs.
5326		
5327	Spade handle	I need to attach this to its head.
5328	Spade head	I need to attach this to its handle.
5329	Secateurs	Good for pruning away diseased leaves.
5330		
5331	Watering can	This watering can is empty.
5332		
5333	Watering can(1)	This watering can is almost empty.
5334	Watering can(2)	This watering can is three-quarters empty.
5335	Watering can(3)	This watering can is just under half-full.
5336	Watering can(4)	Some would say this watering can is half-full, others half-empty.
5337	Watering can(5)	This watering can is just over half-full.
5338	Watering can(6)	This watering can is three quarters full.
5339	Watering can(7)	This watering can is almost completely full.
5340	Watering can(8)	This watering can is completely full.
5341	Rake	Use this to clear weeds.
5342		
5343	Seed dibber	Use this to plant seeds with.
5344		
5345	Gardening boots	A pair of gardening boots.
5346		
5347	Rake handle	I need to reattach this to its head.
5348	Rake head	I need to reattach this to its handle.
5349	Whoopsie	Just chuck this away, it's useless!
5350	Plant pot	An empty plant pot.
5351		
5352	Unfired plant pot	An unfired plant pot.
5353		
5354	Plant pot	A plant pot filled with soil.
5355		
5356	Plant pot	A plant pot filled with soil.
5357		
5358	Oak seedling	An acorn has been sown in this plant pot.
5359	Willow seedling	A willow tree seed has been sown in this plant pot.
5360	Maple seedling	A maple tree seed has been sown in this plant pot.
5361	Yew seedling	A yew tree seed has been sown in this plant pot.
5362	Magic seedling	A magic tree seed has been sown in this plant pot.
5363	Spirit seedling	A spirit tree seed has been sown in this plant pot.
5364	Oak seedling	An acorn has been sown and watered in this plant pot.
5365	Willow seedling	A willow tree seed has been sown and watered in this plant pot.
5366	Maple seedling	A maple tree seed has been sown and watered in this plant pot.
5367	Yew seedling	A yew tree seed has been sown and watered in this plant pot.
5368	Magic seedling	A magic tree seed has been sown and watered in this plant pot.
5369	Spirit seedling	A spirit tree seed has been sown and watered in this plant pot.
5370	Oak sapling	This sapling is ready to be replanted in a tree patch.
5371	Willow sapling	This sapling is ready to be replanted in a tree patch.
5372	Maple sapling	This sapling is ready to be replanted in a tree patch.
5373	Yew sapling	This sapling is ready to be replanted in a tree patch.
5374	Magic sapling	This sapling is ready to be replanted in a tree patch.
5375	Spirit sapling	This sapling is ready to be replanted in a Spirit patch.
5376	Basket	An empty fruit basket.
5377		
5378	Apples(1)	A fruit basket filled with apples.
5379		
5380	Apples(2)	A fruit basket filled with apples.
5381		
5382	Apples(3)	A fruit basket filled with apples.
5383		
5384	Apples(4)	A fruit basket filled with apples.
5385		
5386	Apples(5)	A fruit basket filled with apples.
5387		
5388	Oranges(1)	A fruit basket filled with oranges.
5389		
5390	Oranges(2)	A fruit basket filled with oranges.
5391		
5392	Oranges(3)	A fruit basket filled with oranges.
5393		
5394	Oranges(4)	A fruit basket filled with oranges.
5395		
5396	Oranges(5)	A fruit basket filled with oranges.
5397		
5398	Strawberries(1)	A fruit basket filled with strawberries.
5399		
5400	Strawberries(2)	A fruit basket filled with strawberries.
5401		
5402	Strawberries(3)	A fruit basket filled with strawberries.
5403		
5404	Strawberries(4)	A fruit basket filled with strawberries.
5405		
5406	Strawberries(5)	A fruit basket filled with strawberries.
5407		
5408	Bananas(1)	A fruit basket filled with bananas.
5409		
5410	Bananas(2)	A fruit basket filled with bananas.
5411		
5412	Bananas(3)	A fruit basket filled with bananas.
5413		
5414	Bananas(4)	A fruit basket filled with bananas.
5415		
5416	Bananas(5)	A fruit basket filled with bananas.
5417		
5418	Empty sack	An empty vegetable sack.
5419		
5420	Potatoes(1)	There is 1 potato in this sack.
5421		
5422	Potatoes(2)	There are 2 potatoes in this sack.
5423		
5424	Potatoes(3)	There are 3 potatoes in this sack.
5425		
5426	Potatoes(4)	There are 4 potatoes in this sack.
5427		
5428	Potatoes(5)	There are 5 potatoes in this sack.
5429		
5430	Potatoes(6)	There are 6 potatoes in this sack.
5431		
5432	Potatoes(7)	There are 7 potatoes in this sack.
5433		
5434	Potatoes(8)	There are 8 potatoes in this sack.
5435		
5436	Potatoes(9)	There are 9 potatoes in this sack.
5437		
5438	Potatoes(10)	There are 10 potatoes in this sack.
5439		
5440	Onions(1)	There is 1 onion in this sack.
5441		
5442	Onions(2)	There are 2 onions in this sack.
5443		
5444	Onions(3)	There are 3 onions in this sack.
5445		
5446	Onions(4)	There are 4 onions in this sack.
5447		
5448	Onions(5)	There are 5 onions in this sack.
5449		
5450	Onions(6)	There are 6 onions in this sack.
5451		
5452	Onions(7)	There are 7 onions in this sack.
5453		
5454	Onions(8)	There are 8 onions in this sack.
5455		
5456	Onions(9)	There are 9 onions in this sack.
5457		
5458	Onions(10)	There are 10 onions in this sack.
5459		
5460	Cabbages(1)	There is 1 cabbage in this sack.
5461		
5462	Cabbages(2)	There are 2 cabbages in this sack.
5463		
5464	Cabbages(3)	There are 3 cabbages in this sack.
5465		
5466	Cabbages(4)	There are 4 cabbages in this sack.
5467		
5468	Cabbages(5)	There are 5 cabbages in this sack.
5469		
5470	Cabbages(6)	There are 6 cabbages in this sack.
5471		
5472	Cabbages(7)	There are 7 cabbages in this sack.
5473		
5474	Cabbages(8)	There are 8 cabbages in this sack.
5475		
5476	Cabbages(9)	There are 9 cabbages in this sack.
5477		
5478	Cabbages(10)	There are 10 cabbages in this sack.
5479		
5480	Apple seedling	An apple tree seed has been sown in this plant pot.
5481	Banana seedling	A banana tree seed has been sown in this plant pot.
5482	Orange seedling	An orange tree seed has been sown in this plant pot.
5483	Curry seedling	A curry tree seed has been sown in this plant pot.
5484	Pineapple seedling	A pineapple tree seed has been sown in this plant pot.
5485	Papaya seedling	A papaya tree seed has been sown in this plant pot.
5486	Palm seedling	A palm tree seed has been sown in this plant pot.
5487	Calquat seedling	A Calquat tree seed has been sown in this plant pot.
5488	Apple seedling	An apple tree seed has been sown and watered in this plant pot.
5489	Banana seedling	A banana tree seed has been sown and watered in this plant pot.
5490	Orange seedling	An orange tree seed has been sown and watered in this plant pot.
5491	Curry seedling	A curry tree seed has been sown and watered in this plant pot.
5492	Pineapple seedling	A pineapple tree seed has been sown and watered in this plant pot.
5493	Papaya seedling	A papaya tree seed has been sown and watered in this plant pot.
5494	Palm seedling	A palm tree seed has been sown and watered in this plant pot.
5495	Calquat seedling	A Calquat tree seed has been sown and watered in this plant pot.
5496	Apple sapling	This sapling is ready to be replanted in a fruit tree patch.
5497	Banana sapling	This sapling is ready to be replanted in a fruit tree patch.
5498	Orange sapling	This sapling is ready to be replanted in a fruit tree patch.
5499	Curry sapling	This sapling is ready to be replanted in a fruit tree patch.
5500	Pineapple sapling	This sapling is ready to be replanted in a fruit tree patch.
5501	Papaya sapling	This sapling is ready to be replanted in a fruit tree patch.
5502	Palm sapling	This sapling is ready to be replanted in a fruit tree patch.
5503	Calquat sapling	This sapling is ready to be replanted in a Calquat Tree patch.
5504	Strawberry	A freshly picked strawberry.
5505		
5506	Old man's message	The Wise Old Man of Draynor Village asked you to take this to someone.
5507	Strange book	A tatty old book belonging to the Wise Old Man of Draynor Village.
5508	Book of folklore	A tatty old book belonging to the Wise Old Man of Draynor Village.
5509	Small pouch	A small pouch used for storing essence.
5510	Medium pouch	A medium-sized pouch used for storing essence.
5511	Medium pouch	A damaged medium-sized pouch used for storing essence.
5512	Large pouch	A large pouch used for storing essence.
5513	Large pouch	A large damaged pouch used for storing essence.
5514	Giant pouch	A giant-sized pouch used for storing essence.
5515	Giant pouch	A damaged giant-sized pouch used for storing essence.
5516	Elemental talisman	A mysterious power emanates from the talisman...
5517		
5518	Scrying orb	This contains mystical teleport information...
5519	Scrying orb	This orb apparently contains a cypher spell.
5520	Abyssal book	Some research notes on abyssal space.
5521	Binding necklace	A necklace embedded with mystical power.
5522		
5523	Tiara mould	A mould for tiaras.
5524		
5525	Tiara	Makes me feel like a Princess.
5526		
5527	Air tiara	A tiara infused with the properties of air.
5528		
5529	Mind tiara	A tiara infused with the properties of the mind.
5530		
5531	Water tiara	A tiara infused with the properties of water.
5532		
5533	Body tiara	A tiara infused with the properties of the body.
5534		
5535	Earth tiara	A tiara infused with the properties of the earth.
5536		
5537	Fire tiara	A tiara infused with the properties of fire.
5538		
5539	Cosmic tiara	A tiara infused with the properties of the cosmos.
5540		
5541	Nature tiara	A tiara infused with the properties of nature.
5542		
5543	Chaos tiara	A tiara infused with the properties of chaos.
5544		
5545	Law tiara	A tiara infused with the properties of law.
5546	Broken tiara	This tiara has decayed and is useless.
5547	Death tiara	A tiara infused with the properties of death.
5548		
5549	Blood tiara	A tiara infused with the properties of blood.
5550		
5551	Soul tiara	A tiara infused with the properties of the soul.
5552		
5553	Rogue top	Black banded leather armour, a rogue's dream!
5554	Rogue mask	Black banded leather armour, a rogue's dream!
5555	Rogue trousers	Black banded leather armour, a rogue's dream!
5556	Rogue gloves	Black banded leather gloves, a rogue's dream!
5557	Rogue boots	Black banded leather boots, a rogue's dream!
5558	Rogue kit	It can do almost anything!
5559	Flash powder	A small satchel of bright powder!
5560	Stethoscope	A useful hearing aid.
5561	Mystic jewel	I can escape the Maze with this!
5562	Gear	Used in machines and locks the rune over.
5563	Gear	Used in machines and locks the rune over.
5564	Gear	Used in machines and locks the rune over.
5565	Gear	Used in machines and locks the rune over.
5566	Gear	Used in machines and locks the rune over.
5567	Gear	Used in machines and locks the rune over.
5568	Tile	For a mosaic.
5569	Tiles	For a mosaic.
5570	Tiles	For a mosaic.
5571	Tiles	For a mosaic.
5572	Dial	I wonder what this does?
5573	Whoopsie	Just chuck this away, it's useless!
5574	Initiate helm	An initiate Temple Knight's helm.
5575	Initiate platemail	An initiate Temple Knight's Armour.
5576	Initiate platelegs	An initiate Temple Knight's leg armour.
5577	Cupric sulfate	A vial of something labelled 'Cupric Sulfate'.
5578	Acetic acid	A vial of something labelled 'Acetic Acid'.
5579	Gypsum	A vial of something labelled 'Gypsum'.
5580	Sodium chloride	A vial of something labelled 'Sodium Chloride'.
5581	Nitrous oxide	A vial of something labelled 'Nitrous Oxide'.
5582	Vial of liquid	A vial of something labelled 'Dihydrogen Monoxide'.
5583	Tin ore powder	A vial of something labelled 'Powdered Tin Ore'.
5584	Cupric ore powder	A vial of something labelled 'Powdered Cupric Ore'.
5585	Bronze key	I hope the mould was accurate enough...
5586	Metal spade	It's a metal spade with a wooden handle.
5587	Metal spade	It's a metal spade without a handle.
5588	Alchemical notes	Looks like a pretty boring read.
5589	??? mixture	A very hot vial of something or other. The label says 'Cupric Sulfate'.
5590	??? mixture	A very warm vial of something or other. It's a bit lumpy.
5591	??? mixture	It looks horrible. I think I messed something up.
5592	Tin	I could probably pour something into this.
5593	Tin	It's full of a white lumpy mixture that seems to be hardening.
5594	Tin	There is an impression of a key embedded in it.
5595	Tin	There is an impression of a key, filled with tin ore.
5596	Tin	There is an impression of a key, filled with copper ore.
5597	Tin	There is an impression of a key, filled with tin and copper ore.
5598	Tin	There is a bronze key surrounded by plaster in this tin.
5599	Tin	There is a strange concoction filling this tin.
5600	Tin	A tin layered with some stuff from a vial.
5601	Chisel	Good for detailed crafting.
5602	Bronze wire	Useful for crafting items.
5603	Shears	For shearing sheep.
5604	Magnet	A very attractive magnet.
5605	Knife	A dangerous looking knife.
5606	Makeover voucher	I can exchange this for one free makeover with the makeover mage.
5607	Grain	A sack full of grain.
5608	Fox	I don't think he likes being carried.
5609	Chicken	He'd be easier to carry if I cooked and ate him first...
5610	Hourglass	It's an hourglass.
5611		
5612		
5613		
5614	Magic carpet	A flying Magic carpet.
5615	Bonemeal	A pot of crushed Shaikahan bones.
5616	Bronze arrow(+)	Venomous looking arrows.
5617	Iron arrow(+)	Venomous looking arrows.
5618	Steel arrow(+)	Venomous looking arrows.
5619	Mithril arrow(+)	Venomous looking arrows.
5620	Adamant arrow(+)	Venomous looking arrows.
5621	Rune arrow(+)	Venomous looking arrows.
5622	Bronze arrow(s)	Venomous looking arrows.
5623	Iron arrow(s)	Venomous looking arrows.
5624	Steel arrow(s)	Venomous looking arrows.
5625	Mithril arrow(s)	Venomous looking arrows.
5626	Adamant arrow(s)	Venomous looking arrows.
5627	Rune arrow(s)	Venomous looking arrows.
5628	Bronze dart(+)	A deadly poisoned dart with a bronze tip.
5629	Iron dart(+)	A deadly poisoned dart with an iron tip.
5630	Steel dart(+)	A deadly poisoned dart with a steel tip.
5631	Black dart(+)	A deadly poisoned dart with a black tip.
5632	Mithril dart(+)	A deadly poisoned dart with a mithril tip.
5633	Adamant dart(+)	A deadly poisoned dart with an adamantite tip.
5634	Rune dart(+)	A deadly poisoned dart with a rune tip.
5635	Bronze dart(s)	A deadly poisoned dart with a bronze tip.
5636	Iron dart(s)	A deadly poisoned dart with an iron tip.
5637	Steel dart(s)	A deadly poisoned dart with a steel tip.
5638	Black dart(s)	A deadly poisoned dart with a black tip.
5639	Mithril dart(s)	A deadly poisoned dart with a mithril tip.
5640	Adamant dart(s)	A deadly poisoned dart with an adamantite tip.
5641	Rune dart(s)	A deadly poisoned dart with a rune tip.
5642	Bronze javelin(+)	A bronze tipped javelin.
5643	Iron javelin(+)	An iron tipped javelin.
5644	Steel javelin(+)	A steel tipped javelin.
5645	Mithril javelin(+)	A mithril tipped javelin.
5646	Adamant javelin(+)	An adamantite tipped javelin.
5647	Rune javelin(+)	A rune tipped javelin.
5648	Bronze javelin(s)	A bronze tipped javelin.
5649	Iron javelin(s)	An iron tipped javelin.
5650	Steel javelin(s)	A steel tipped javelin.
5651	Mithril javelin(s)	A mithril tipped javelin.
5652	Adamant javelin(s)	An adamantite tipped javelin.
5653	Rune javelin(s)	A rune tipped javelin.
5654	Bronze knife(+)	A finely balanced throwing knife.
5655	Iron knife(+)	A finely balanced throwing knife.
5656	Steel knife(+)	A finely balanced throwing knife.
5657	Mithril knife(+)	A finely balanced throwing knife.
5658	Black knife(+)	A finely balanced throwing knife.
5659	Adamant knife(+)	A finely balanced throwing knife.
5660	Rune knife(+)	A finely balanced throwing knife.
5661	Bronze knife(s)	A finely balanced throwing knife.
5662	Iron knife(s)	A finely balanced throwing knife.
5663	Steel knife(s)	A finely balanced throwing knife.
5664	Mithril knife(s)	A finely balanced throwing knife.
5665	Black knife(s)	A finely balanced throwing knife.
5666	Adamant knife(s)	A finely balanced throwing knife.
5667	Rune knife(s)	A finely balanced throwing knife.
5668	Iron dagger(+)	The blade is covered with poison.
5669		
5670	Bronze dagger(+)	This dagger is poisoned.
5671		
5672	Steel dagger(+)	The blade has been poisoned.
5673		
5674	Mithril dagger(+)	A poisoned Mithril dagger.
5675		
5676	Adamant dagger(+)	A very dangerous poisoned dagger.
5677		
5678	Rune dagger(+)	The blade is covered with a nasty poison.
5679		
5680	Dragon dagger(+)	A powerful dagger.
5681		
5682	Black dagger(+)	This dagger is poisoned.
5683		
5684	Poisoned dagger(+)	The blade is covered with poison.
5685		
5686	Iron dagger(s)	The blade is covered with poison.
5687		
5688	Bronze dagger(s)	This dagger is poisoned.
5689		
5690	Steel dagger(s)	The blade has been poisoned.
5691		
5692	Mithril dagger(s)	A poisoned Mithril dagger.
5693		
5694	Adamant dagger(s)	A very dangerous poisoned dagger.
5695		
5696	Rune dagger(s)	The blade is covered with a nasty poison.
5697		
5698	Dragon dagger(s)	A powerful dagger.
5699		
5700	Black dagger(s)	This dagger is poisoned.
5701		
5702	Poisoned dagger(s)	The blade is covered with poison.
5703		
5704	Bronze spear(+)	A poisoned bronze tipped spear.
5705		
5706	Iron spear(+)	A poisoned iron tipped spear.
5707		
5708	Steel spear(+)	A poisoned steel tipped spear.
5709		
5710	Mithril spear(+)	A poisoned mithril tipped spear.
5711		
5712	Adamant spear(+)	A poisoned adamantite tipped spear.
5713		
5714	Rune spear(+)	A poisoned rune tipped spear.
5715		
5716	Dragon spear(+)	A poisoned dragon tipped spear.
5717		
5718	Bronze spear(s)	A poisoned bronze tipped spear.
5719		
5720	Iron spear(s)	A poisoned iron tipped spear.
5721		
5722	Steel spear(s)	A poisoned steel tipped spear.
5723		
5724	Mithril spear(s)	A poisoned mithril tipped spear.
5725		
5726	Adamant spear(s)	A poisoned adamantite tipped spear.
5727		
5728	Rune spear(s)	A poisoned rune tipped spear.
5729		
5730	Dragon spear(s)	A poisoned dragon tipped spear.
5731		
5732	Stool	A stool for milking
5733	Rotten potato	Yuk!
5734	Black spear(+)	A poisoned black tipped spear.
5735		
5736	Black spear(s)	A poisoned black tipped spear.
5737		
5738	Woad leaf	A slightly bluish leaf.
5739	Asgarnian ale(m)	This looks a good deal stronger than normal Asgarnian Ale.
5740		
5741	Mature wmb	This looks a good deal stronger than normal Wizards Mind Bomb.
5742		
5743	Greenman's ale(m)	This looks a good deal stronger than normal Greenman's Ale.
5744		
5745	Dragon bitter(m)	This looks a good deal stronger than normal Dragon Bitter.
5746		
5747	Dwarven stout(m)	This looks a good deal stronger than normal Dwarven Stout.
5748		
5749	Moonlight mead(m)	This looks a good deal stronger than normal Moonlight Mead.
5750		
5751	Axeman's folly	This might help me chop harder.
5752		
5753	Axeman's folly(m)	This looks a good deal stronger than normal Axeman's Folly.
5754		
5755	Chef's delight	A fruity, full-bodied ale.
5756		
5757	Chef's delight(m)	This looks a good deal stronger than normal Chef's Delight.
5758		
5759	Slayer's respite	Ale with bite.
5760		
5761	Slayer's respite(m)	This looks a good deal stronger than normal Slayer's Respite.
5762		
5763	Cider	A glass of cider.
5764		
5765	Mature cider	This looks a good deal stronger than normal cider.
5766		
5767	Ale yeast	A pot filled with ale yeast.
5768		
5769	Calquat keg	Sliced and hollowed out to form a keg.
5770		
5771	Dwarven stout(1)	This keg contains 1 pint of Dwarven Stout.
5772		
5773	Dwarven stout(2)	This keg contains 2 pints of Dwarven Stout.
5774		
5775	Dwarven stout(3)	This keg contains 3 pints of Dwarven Stout.
5776		
5777	Dwarven stout(4)	This keg contains 4 pints of Dwarven Stout.
5778		
5779	Asgarnian ale(1)	This keg contains 1 pint of Asgarnian Ale.
5780		
5781	Asgarnian ale(2)	This keg contains 2 pints of Asgarnian Ale.
5782		
5783	Asgarnian ale(3)	This keg contains 3 pints of Asgarnian Ale.
5784		
5785	Asgarnian ale(4)	This keg contains 4 pints of Asgarnian Ale.
5786		
5787	Greenmans ale(1)	This keg contains 1 pint of Greenmans Ale.
5788		
5789	Greenmans ale(2)	This keg contains 2 pints of Greenmans Ale.
5790		
5791	Greenmans ale(3)	This keg contains 3 pints of Greenmans Ale.
5792		
5793	Greenmans ale(4)	This keg contains 4 pints of Greenmans Ale.
5794		
5795	Mind bomb(1)	This keg contains 1 pint of Wizards Mind Bomb.
5796		
5797	Mind bomb(2)	This keg contains 2 pints of Wizards Mind Bomb.
5798		
5799	Mind bomb(3)	This keg contains 3 pints of Wizards Mind Bomb.
5800		
5801	Mind bomb(4)	This keg contains 4 pints of Wizards Mind Bomb.
5802		
5803	Dragon bitter(1)	This keg contains 1 pint of Dragon Bitter.
5804		
5805	Dragon bitter(2)	This keg contains 2 pints of Dragon Bitter.
5806		
5807	Dragon bitter(3)	This keg contains 3 pints of Dragon Bitter.
5808		
5809	Dragon bitter(4)	This keg contains 4 pints of Dragon Bitter.
5810		
5811	Moonlight mead(1)	This keg contains 1 pint of Moonlight Mead.
5812		
5813	Moonlight mead(2)	This keg contains 2 pints of Moonlight Mead.
5814		
5815	Moonlight mead(3)	This keg contains 3 pints of Moonlight Mead.
5816		
5817	Moonlight mead(4)	This keg contains 4 pints of Moonlight Mead.
5818		
5819	Axeman's folly(1)	This keg contains 1 pint of Axeman's Folly.
5820		
5821	Axeman's folly(2)	This keg contains 2 pints of Axeman's Folly.
5822		
5823	Axeman's folly(3)	This keg contains 3 pints of Axeman's Folly.
5824		
5825	Axeman's folly(4)	This keg contains 4 pints of Axeman's Folly.
5826		
5827	Chef's delight(1)	This keg contains 1 pint of Chef's Delight.
5828		
5829	Chef's delight(2)	This keg contains 2 pints of Chef's Delight.
5830		
5831	Chef's delight(3)	This keg contains 3 pints of Chef's Delight.
5832		
5833	Chef's delight(4)	This keg contains 4 pints of Chef's Delight.
5834		
5835	Slayer's respite(1)	This keg contains 1 pint of Slayer's Respite.
5836		
5837	Slayer's respite(2)	This keg contains 2 pints of Slayer's Respite.
5838		
5839	Slayer's respite(3)	This keg contains 3 pints of Slayer's Respite.
5840		
5841	Slayer's respite(4)	This keg contains 4 pints of Slayer's Respite.
5842		
5843	Cider(1)	This keg contains 1 pint of Cider.
5844		
5845	Cider(2)	This keg contains 2 pints of Cider.
5846		
